H2_R(6)     954.700  	0.042	1.154e-03     00    00    Abgrall1993
H2_R(1)     955.064  	0.975	9.880e-03     00    00    Abgrall1993
H2_Q(5)     955.681  	1.422	2.763e-02     00    00    Abgrall1993
H2_P(1)     955.708  	0.606	4.227e-03     00    00    Abgrall1993
H2_P(7)     955.725  	0.343	2.305e-03     00    00    Abgrall1993
H2_P(4)     955.851  	0.207	1.685e-03     00    00    Abgrall1993
H2_R(2)     956.578  	0.945	9.211e-03     00    00    Abgrall1993
H2_P(6)     957.406  	0.620	4.351e-03     00    00    Abgrall1993
H2_P(2)     957.650  	0.663	4.807e-03     00    00    Abgrall1993
H2_P(5)     957.818  	1.134	1.422e-02     00    00    Abgrall1993
H2_R(5)     958.009  	0.964	9.618e-03     00    00    Abgrall1993
H2_R(3)     958.945  	0.934	8.967e-03     00    00    Abgrall1993
H2_P(5)     960.263  	0.333	2.241e-03     00    00    Abgrall1993
H2_P(3)     960.449  	0.675	4.932e-03     00    00    Abgrall1993
H2_R(7)     960.697  	1.117	1.364e-02     00    00    Abgrall1993
H2_R(4)     962.151  	0.925	8.753e-03     00    00    Abgrall1993
H2_R(6)     962.818  	0.955	9.359e-03     00    00    Abgrall1993
H2_R(0)     962.976  	1.103	1.316e-02     00    00    Abgrall1993
H2_P(7)     963.318  	0.730	5.577e-03     00    00    Abgrall1993
H2_R(1)     963.607  	0.834	7.079e-03     00    00    Abgrall1993
H2_P(4)     964.089  	0.682	4.984e-03     00    00    Abgrall1993
H2_P(1)     964.310  	0.686	5.028e-03     00    00    Abgrall1993
H2_R(0)     964.981  	1.821	6.860e-02     00    00    Abgrall1993
H2_R(2)     965.045  	0.187	1.595e-03     00    00    Abgrall1993
H2_R(1)     965.062  	1.528	3.495e-02     00    00    Abgrall1993
H2_P(6)     965.478  	0.402	2.612e-03     00    00    Abgrall1993
H2_R(2)     965.791  	1.493	3.224e-02     00    00    Abgrall1993
H2_Q(1)     966.094  	1.529	3.498e-02     00    00    Abgrall1993
H2_R(5)     966.179  	0.905	8.326e-03     00    00    Abgrall1993
H2_P(2)     966.273  	0.798	6.496e-03     00    00    Abgrall1993
H2_R(3)     966.779  	0.864	7.565e-03     00    00    Abgrall1993
H2_Q(2)     967.278  	1.530	3.500e-02     00    00    Abgrall1993
H2_R(3)     967.673  	1.343	2.278e-02     00    00    Abgrall1993
H2_P(2)     968.292  	0.845	7.229e-03     00    00    Abgrall1993
H2_R(7)     968.413  	0.947	9.143e-03     00    00    Abgrall1993
H2_P(5)     968.555  	0.693	5.096e-03     00    00    Abgrall1993
H2_R(4)     968.664  	1.087	1.260e-02     00    00    Abgrall1993
H2_Q(3)     969.047  	1.531	3.504e-02     00    00    Abgrall1993
H2_P(3)     969.088  	0.898	8.157e-03     00    00    Abgrall1993
H2_P(3)     970.560  	0.976	9.747e-03     00    00    Abgrall1993
H2_R(4)     970.835  	1.192	1.604e-02     00    00    Abgrall1993
H2_R(6)     970.996  	0.840	7.118e-03     00    00    Abgrall1993
H2_R(5)     971.074  	1.127	1.379e-02     00    00    Abgrall1993
H2_Q(4)     971.387  	1.533	3.510e-02     00    00    Abgrall1993
H2_P(7)     971.479  	0.454	2.928e-03     00    00    Abgrall1993
H2_R(0)     971.985  	1.290	2.004e-02     00    00    Abgrall1993
H2_R(1)     972.632  	1.136	1.405e-02     00    00    Abgrall1993
H2_P(4)     972.690  	1.120	1.355e-02     00    00    Abgrall1993
H2_P(1)     973.344  	0.759	5.899e-03     00    00    Abgrall1993
H2_P(4)     973.448  	0.830	6.950e-03     00    00    Abgrall1993
H2_P(6)     973.825  	0.718	5.362e-03     00    00    Abgrall1993
H2_R(2)     974.156  	1.108	1.315e-02     00    00    Abgrall1993
H2_Q(5)     974.286  	1.535	3.516e-02     00    00    Abgrall1993
H2_R(5)     974.884  	1.142	1.424e-02     00    00    Abgrall1993
H2_P(2)     975.344  	0.812	6.644e-03     00    00    Abgrall1993
H2_R(7)     976.470  	0.276	1.934e-03     00    00    Abgrall1993
H2_R(3)     976.551  	1.100	1.290e-02     00    00    Abgrall1993
H2_P(5)     976.548  	1.330	2.190e-02     00    00    Abgrall1993
H2_P(5)     977.460    -0.454	3.594e-04     00    00    Abgrall1993
H2_P(3)     978.217  	0.819	6.735e-03     00    00    Abgrall1993
H2_R(6)     979.759  	1.122	1.352e-02     00    00    Abgrall1993
H2_R(4)     979.803  	1.098	1.278e-02     00    00    Abgrall1993
H2_P(7)     979.882  	0.766	5.958e-03     00    00    Abgrall1993
H2_R(0)     981.437  	1.308	2.069e-02     00    00    Abgrall1993
H2_P(4)     981.947  	0.819	6.708e-03     00    00    Abgrall1993
H2_R(1)     982.073  	1.127	1.364e-02     00    00    Abgrall1993
H2_P(6)     982.722  	0.403	2.571e-03     00    00    Abgrall1993
H2_P(1)     982.835  	0.826	6.811e-03     00    00    Abgrall1993
H2_R(2)     983.589  	1.056	1.157e-02     00    00    Abgrall1993
H2_R(5)     983.897  	1.094	1.262e-02     00    00    Abgrall1993
H2_P(2)     984.862  	0.906	8.170e-03     00    00    Abgrall1993
H2_R(7)     985.439  	1.113	1.317e-02     00    00    Abgrall1993
H2_R(0)     985.631  	1.832	6.890e-02     00    00    Abgrall1993
H2_R(1)     985.642  	1.512	3.301e-02     00    00    Abgrall1993
H2_R(3)     985.962  	0.912	8.278e-03     00    00    Abgrall1993
H2_R(2)     986.241  	1.412	2.619e-02     00    00    Abgrall1993
H2_P(5)     986.519  	0.821	6.716e-03     00    00    Abgrall1993
H2_Q(1)     986.796  	1.556	3.647e-02     00    00    Abgrall1993
H2_R(3)     987.445  	1.404	2.565e-02     00    00    Abgrall1993
H2_P(3)     987.767  	0.945	8.927e-03     00    00    Abgrall1993
H2_Q(2)     987.972  	1.557	3.650e-02     00    00    Abgrall1993
H2_R(6)     988.811  	1.082	1.222e-02     00    00    Abgrall1993
H2_P(7)     988.836  	0.549	3.579e-03     00    00    Abgrall1993
H2_R(4)     988.871    -0.068	8.645e-04     00    00    Abgrall1993
H2_P(2)     989.086  	0.904	8.109e-03     00    00    Abgrall1993
H2_R(4)     989.553  	1.488	3.108e-02     00    00    Abgrall1993
H2_Q(3)     989.728  	1.558	3.652e-02     00    00    Abgrall1993
H2_R(5)     991.370  	1.028	1.075e-02     00    00    Abgrall1993
H2_R(0)     991.376  	1.413	2.612e-02     00    00    Abgrall1993
H2_P(3)     991.378  	1.073	1.192e-02     00    00    Abgrall1993
H2_P(4)     991.532  	0.993	9.918e-03     00    00    Abgrall1993
H2_P(6)     991.913  	0.831	6.832e-03     00    00    Abgrall1993
H2_R(1)     992.013  	1.258	1.826e-02     00    00    Abgrall1993
H2_Q(4)     992.049  	1.560	3.656e-02     00    00    Abgrall1993
H2_P(1)     992.808  	0.883	7.699e-03     00    00    Abgrall1993
H2_R(5)     993.490  	1.302	2.016e-02     00    00    Abgrall1993
H2_R(2)     993.547  	1.229	1.704e-02     00    00    Abgrall1993
H2_P(4)     994.227  	1.136	1.377e-02     00    00    Abgrall1993
H2_R(7)     994.517  	1.034	1.087e-02     00    00    Abgrall1993
H2_P(2)     994.871  	0.935	8.658e-03     00    00    Abgrall1993
H2_Q(5)     994.924  	1.561	3.661e-02     00    00    Abgrall1993
H2_R(3)     995.970  	1.220	1.668e-02     00    00    Abgrall1993
H2_P(5)     996.124  	1.103	1.274e-02     00    00    Abgrall1993
H2_P(5)     997.638  	1.111	1.293e-02     00    00    Abgrall1993
H2_P(3)     997.824  	0.942	8.760e-03     00    00    Abgrall1993
H2_P(7)     998.111  	0.852	7.131e-03     00    00    Abgrall1993
H2_R(6)     998.425  	1.252	1.788e-02     00    00    Abgrall1993
H2_R(4)     999.268  	1.219	1.656e-02     00    00    Abgrall1993
H2_P(4)    1001.652  	0.940	8.691e-03     00    00    Abgrall1993
H2_R(0)    1001.821  	1.428	2.677e-02     00    00    Abgrall1993
